"ID","Date","UTC","Age","Callsign","SNR (db)","Mode","Band","QRG (MHz)","Country","DXCC","Locator","QRB (km)"
"173","2021-10-18","12:53:30","21h:56m","JR1NHD","-18","FT8","20m","14.0742","Japan","JA","PM95SO","6652"
"216","2021-10-18","11:51:29","22h:58m","JG1RBF","-19","FT8","20m","14.0742","Japan","JA","PM95RN","6645"
"116","2021-10-18","13:51:26","20h:58m","DB1WR","-17","FT8","20m","14.0743","Germany","DL","JO53CL","6643"
"209","2021-10-18","12:09:26","22h:40m","JG1OGM","-11","FT8","20m","14.0742","Japan","JA","PM96RA","6643"
"213","2021-10-18","11:53:29","22h:56m","JE1RMI","-14","FT8","20m","14.0742","Japan","JA","PM95QP","6637"
"188","2021-10-18","12:33:29","22h:16m","JR1QKF","-15","FT8","20m","14.0742","Japan","JA","PM95NI","6616"
"150","2021-10-18","13:09:29","21h:40m","JI1DMH","-19","FT8","20m","14.0742","Japan","JA","PM96NF47","6613"
"186","2021-10-18","12:35:26","22h:14m","JE1NZZ","-9","FT8","20m","14.0743","Japan","JA","PM96NE46","6613"
"204","2021-10-18","12:13:27","22h:36m","JJ1IWF","-9","FT8","20m","14.0742","Japan","JA","PM96NB","6613"
"206","2021-10-18","12:11:29","22h:38m","JE1CSW","-14","FT8","20m","14.0743","Japan","JA","PM96NJ","6612"
"93","2021-10-18","14:20:29","20h:29m","JHØRNN","-19","FT8","20m","14.0742","Japan","JA","PM97NV","6610"
"232","2021-10-18","11:11:29","23h:38m","JA1GPN","-18","FT8","20m","14.0742","Japan","JA","PM96MH","6605"
"157","2021-10-18","13:05:27","21h:44m","OZ1RH","-15","FT8","20m","14.0743","Denmark","OZ","JO55TN","6598"
"170","2021-10-18","12:54:29","21h:55m","JIØWVQ","-12","FT8","20m","14.0743","Japan","JA","PM97KA","6589"
"180","2021-10-18","12:44:27","22h:05m","DM4ET","-12","FT8","20m","14.0743","Germany","DL","JO52JM","6586"
"138","2021-10-18","13:21:26","21h:28m","JG1SYK","-20","FT8","20m","14.0743","Japan","JA","PM95IQ","6577"
"178","2021-10-18","12:48:26","22h:01m","JF1KMC","-8","FT8","20m","14.0742","Japan","JA","PM95GP44TT","6562"
"203","2021-10-18","12:14:29","22h:35m","JK1AUS","-5","FT8","20m","14.0742","Japan","JA","PM95EV","6546"
"72","2021-10-18","14:41:27","20h:08m","DL9QB","-15","FT8","20m","14.0743","Germany","DL","JO50NV","6534"
